openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W1990914822,9299837,10.2307/1602387,The Effects of Poverty on Children,"Although hundreds of studies have documented the association between family poverty and children's health, achievement, and behavior, few measure the effects of the timing, depth, and duration of poverty on children, and many fail to adjust for other family characteristics (for example, female headship, mother's age, and schooling) that may account for much of the observed correlation between poverty and child outcomes. This article focuses on a recent set of studies that explore the relationship between poverty and child outcomes in depth. By and large, this research supports the conclusion that family income has selective but, in some instances, quite substantial effects on child and adolescent well-being. Family income appears to be more strongly related to children's ability and achievement than to their emotional outcomes. Children who live in extreme poverty or who live below the poverty line for multiple years appear, all other things being equal, to suffer the worst outcomes. The timing of poverty also seems to be important for certain child outcomes. Children who experience poverty during their preschool and early school years have lower rates of school completion than children and adolescents who experience poverty only in later years. Although more research is needed on the significance of the timing of poverty on child outcomes, findings to date suggest that interventions during early childhood may be most important in reducing poverty's impact on children.",1997,The Future of Children,Jeanne Brooks‐Gunn; Greg J. Duncan,article,2837,D5
W2775362420,29211727,10.1371/journal.pone.0187779,Playing Super Mario 64 increases hippocampal grey matter in older adults,"Maintaining grey matter within the hippocampus is important for healthy cognition. Playing 3D-platform video games has previously been shown to promote grey matter in the hippocampus in younger adults. In the current study, we tested the impact of 3D-platform video game training (i.e., Super Mario 64) on grey matter in the hippocampus, cerebellum, and the dorsolateral prefrontal cortex (DLPFC) of older adults. Older adults who were 55 to 75 years of age were randomized into three groups. The video game experimental group (VID; n = 8) engaged in a 3D-platform video game training over a period of 6 months. Additionally, an active control group took a series of self-directed, computerized music (piano) lessons (MUS; n = 12), while a no-contact control group did not engage in any intervention (CON; n = 13). After training, a within-subject increase in grey matter within the hippocampus was significant only in the VID training group, replicating results observed in younger adults. Active control MUS training did, however, lead to a within-subject increase in the DLPFC, while both the VID and MUS training produced growth in the cerebellum. In contrast, the CON group displayed significant grey matter loss in the hippocampus, cerebellum and the DLPFC.",2017,PLoS ONE,Greg L. West; Benjamin Rich Zendel; Kyoko Konishi; Jessica Benady-Chorney; Véronique D. Bohbot,article,122,D5
W2170711847,,10.1007/s00199-006-0153-z,Exploiting moral wiggle room: experiments demonstrating an illusory preference for fairness,,2006,Economic Theory,Jason Dana; Roberto A. Weber; Jason Xi Kuang,article,1464,D5
W4256461935,,10.1016/0364-0213(94)90007-8,On distinguishing epistemic from pragmatic action,"We present data and argument to show that in Tetris—a real-time, interactive video game—certain cognitive and perceptual problems are more quickly, easily, and reliably solved by performing actions in the world than by performing computational actions in the head alone. We have found that some of the translations and rotations made by players of this video game are best understood as actions that use the world to improve cognition. These actions are not used to implement a plan, or to implement a reaction; they are used to change the world in order to simplify the problem-solving task. Thus, we distinguish pragmatic actions—actions performed to bring one physically closer to a goal—from epistemic actions—actions performed to uncover informatioan that is hidden or hard to compute mentally. To illustrate the need for epistemic actions, we first develop a standard information-processing model of Tetris cognition and show that it cannot explain performance data from human players of the game—even when we relax the assumption of fully sequential processing. Standard models disregard many actions taken by players because they appear unmotivated or superfluous. However, we show that such actions are actually far from superfluous; they play a valuable role in improving human performance. We argue that traditional accounts are limited because they regard action as having a single function: to change the world. By recognizing a second function of action—an epistemic function—we can explain many of the actions that a traditional model cannot. Although our argument is supported by numerous examples specifically from Tetris, we outline how the new category of epistemic action can be incorporated into theories of action more generally.",1994,Cognitive Science,David Kirsh,article,294,D5
W2293057177,27156376,10.1556/2006.5.2016.028,Impulsivity in Multiplayer Online Battle Arena Gamers: Preliminary Results on Experimental and Self-Report Measures,"Background and aims Multiplayer Online Battle Arena (MOBA) games have become the most popular type of video games played worldwide, superseding the playing of Massively Multiplayer Online Role-Playing Games and First-Person Shooter games. However, empirical studies focusing on the use and abuse of MOBA games are still very limited, particularly regarding impulsivity, which is an indicator of addictive states but has not yet been explored in MOBA games. In this context, the objective of the present study is to explore the associations between impulsivity and symptoms of addictive use of MOBA games in a sample of highly involved League of Legends (LoL, currently the most popular MOBA game) gamers. Methods Thirty-six LoL gamers were recruited and completed both experimental (Single Key Impulsivity Paradigm) and self-reported impulsivity assessments (s-UPPS-P Impulsive Behavior Scale, Barratt Impulsiveness Scale), in addition to an assessment of problematic video game use (Problematic Online Gaming Questionnaire). Results Results showed links between impulsivity-related constructs and signs of excessive MOBA game involvement. Findings indicated that impaired ability to postpone rewards in an experimental laboratory task was strongly related to problematic patterns of MOBA game involvement. Although less consistent, several associations were also found between self-reported impulsivity traits and signs of excessive MOBA game involvement. Conclusions Despite these results are preliminary and based upon a small (self-selected) sample, the present study highlights potential psychological factors related to the addictive use of MOBA games.",2016,Journal of Behavioral Addictions,Filip Nuyens; Jory Deleuze; Pierre Maurage; Mark D. Griffiths; Daria J. Kuss,article,96,D5
W2565751176,,10.1016/j.chb.2016.12.045,"Violent video game effects on salivary cortisol, arousal, and aggressive thoughts in children",,2016,Computers in Human Behavior,Douglas A. Gentile; Patrick K. Bender; Craig A. Anderson,article,68,D5
W2901180583,30519203,10.3389/fpsyg.2018.02239,"A Cross-Lagged Study of Developmental Trajectories of Video Game Engagement, Addiction, and Mental Health","Objectives: Video game addiction has been associated with an array of mental health variables. There is a paucity of longitudinal studies investigating such associations, and studies differentiating addicted gaming from problem and engaged (i.e., frequent but non-problem) gaming. The current explorative study investigate the natural course of gaming behavior in three sub-studies. The aim of study 1 was to investigate antecedents and consequences of video game addiction measured as a unidimensional construct (pathological gaming). Aim of study 2 was to investigate the same associations in terms of typologies of gamers (“engaged”, “problem”, “addicted”). Furthermore, study 3 aimed to investigate the estimated stability and transitions occurring between the aforementioned typologies, and a non-pathological gaming group. Methods: A nationally representative sample of 3000 adolescents aged 17.5 years was drawn from the population registry of Norway in 2012 and invited to participate in annual surveys spanning three years (NT1 = 2059, NT2 = 1334, NT3 = 1277). The respondents completed measures of video game addiction, depression, anxiety, loneliness, aggression and alcohol use disorder. Statistical analysis comprised cross-lagged path modelling, Satorra-Bentler chi square test (study 1), regression analyses (study 2), hidden Markov model of transition probabilities (study 3). Results: Findings in study 1 showed that depression and loneliness were reciprocally associated with pathological gaming. Physical aggression was identified as an antecedent, and anxiety was a consequence of pathological gaming. Investigation of the three typologies of gamers (study 2) identified loneliness and physical aggression as antecedents, and depression as a consequence of all typologies. Depression was found to be an antecedent of problem and engaged gamers. Loneliness was found as a consequence of problem gamers, and anxiety was a consequence of addicted gamers. High alcohol consumption was found antecedent to addicted gamers, and low alcohol consumption was found antecedent to problem gamers. The estimated stability of video game addiction was 35%. Conclusion: A reciprocal relationship between pathological gaming and measures of mental health problems seems to exist. The stability of video game addiction indicates a condition that for a substantial number of people does not resolve spontaneously over the course of two years.",2018,Frontiers in Psychology,Elfrid Krossbakken; Ståle Pallesen; Rune Aune Mentzoni; Daniel L. King; Helge Molde,article,137,D5
W2096650495,24550858,10.3389/fpsyg.2014.00028,Cognitive behavioral game design: a unified model for designing serious games,"Video games have a unique ability to engage, challenge, and motivate, which has led teachers, psychology specialists, political activists and health educators to find ways of using them to help people learn, grow and change. Serious games, as they are called, are defined as games that have a primary purpose other than entertainment. However, it is challenging to create games that both educate and entertain. While game designers have embraced some psychological concepts such as flow and mastery, understanding how these concepts work together within established psychological theory would assist them in creating effective serious games. Similarly, game design professionals have understood the propensity of video games to teach while lamenting that educators do not understand how to incorporate educational principles into game play in a way that preserves the entertainment. Bandura (2006) social cognitive theory (SCT) has been used successfully to create video games that create positive behavior outcomes, and teachers have successfully used Gardner's (1983) theory of multiple intelligences (MIs) to create engaging, immersive learning experiences. Cognitive behavioral game design is a new framework that incorporates SCT and MI with game design principles to create a game design blueprint for serious games.",2014,Frontiers in Psychology,Katryna Starks,article,154,D5
W2798902364,30883560,10.1371/journal.pone.0213272,Virtual navigation tested on a mobile app is predictive of real-world wayfinding navigation performance,"Virtual reality environments presented on tablets and smartphones have potential to aid the early diagnosis of conditions such as Alzheimer's dementia by quantifying impairments in navigation performance. However, it is unclear whether performance on mobile devices can predict navigation errors in the real world. We compared the performance of 49 participants (25 females, 18-35 years old) at wayfinding and path integration tasks designed in our mobile app 'Sea Hero Quest' with their performance at similar tasks in a real-world environment. We first performed this experiment in the streets of London (UK) and replicated it in Paris (France). In both cities, we found a significant correlation between virtual and real-world wayfinding performance and a male advantage in both environments, although smaller in the real world (Cohen's d in the game = 0.89, in the real world = 0.59). Results in London and Paris were highly similar, and controlling for familiarity with video games did not change the results. The strength of the correlation between real world and virtual environment increased with the difficulty of the virtual wayfinding task, indicating that Sea Hero Quest does not merely capture video gaming skills. The fact that the Sea Hero Quest wayfinding task has real-world ecological validity constitutes a step toward controllable, sensitive, safe, low-cost, and easy to administer digital cognitive assessment of navigation ability.",2019,PLoS ONE,Antoine Coutrot; Sophie Schmidt; Lena Coutrot; Jessica Pittman; Lynn Hong,article,182,D5
W2062718236,21845021,10.1016/j.lindif.2011.01.007,"Relations between executive function and academic achievement from ages 5 to 17 in a large, representative national sample",,2011,Learning and Individual Differences,John R. Best; Patricia H. Miller; Jack A. Naglieri,article,1286,D5
W2096387411,24589566,10.1001/jamapediatrics.2013.3436,Effects of a Pediatric Weight Management Program With and Without Active Video Games,"IMPORTANCE: Active video games may offer an effective strategy to increase physical activity in overweight and obese children. However, the specific effects of active gaming when delivered within the context of a pediatric weight management program are unknown. OBJECTIVE: To evaluate the effects of active video gaming on physical activity and weight loss in children participating in an evidence-based weight management program delivered in the community. DESIGN, SETTING, AND PARTICIPANTS: Group-randomized clinical trial conducted during a 16-week period in YMCAs and schools located in Massachusetts, Rhode Island, and Texas. Seventy-five overweight or obese children (41 girls [55%], 34 whites [45%], 20 Hispanics [27%], and 17 blacks [23%]) enrolled in a community-based pediatric weight management program. Mean (SD) age of the participants was 10.0 (1.7) years; body mass index (BMI) z score, 2.15 (0.40); and percentage overweight from the median BMI for age and sex, 64.3% (19.9%). INTERVENTIONS: All participants received a comprehensive family-based pediatric weight management program (JOIN for ME). Participants in the program and active gaming group received hardware consisting of a game console and motion capture device and 1 active game at their second treatment session and a second game in week 9 of the program. Participants in the program-only group were given the hardware and 2 games at the completion of the 16-week program. MAIN OUTCOMES AND MEASURES: Objectively measured daily moderate-to-vigorous and vigorous physical activity, percentage overweight, and BMI z score. RESULTS: Participants in the program and active gaming group exhibited significant increases in moderate-to-vigorous (mean [SD], 7.4 [2.7] min/d) and vigorous (2.8 [0.9] min/d) physical activity at week 16 (P < .05). In the program-only group, a decline or no change was observed in the moderate-to-vigorous (mean [SD] net difference, 8.0 [3.8] min/d; P = .04) and vigorous (3.1 [1.3] min/d; P = .02) physical activity. Participants in both groups exhibited significant reductions in percentage overweight and BMI z scores at week 16. However, the program and active gaming group exhibited significantly greater reductions in percentage overweight (mean [SD], -10.9%[1.6%] vs -5.5%[1.5%]; P = .02) and BMI z score (-0.25 [0.03] vs -0.11 [0.03]; P < .001). CONCLUSIONS AND RELEVANCE Incorporating active video gaming into an evidence-based pediatric weight management program has positive effects on physical activity and relative weight. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT01757925.",2014,JAMA Pediatrics,Stewart G. Trost; Deborah Sundal; Gary D. Foster; Michelle R. Lent; Deneen Vojta,article,120,D5
W4206951702,,10.1109/te.2022.3142688,Comparing the Effectiveness of Video-Based Learning and Game-Based Learning Using Teacher-Authored Video Games for Online Software Engineering Education,"Contribution: This article compares the effectiveness for online software engineering education of video-based learning and game-based learning using teacher-authored educational video games created by using authoring tools. Background: Although substantial research has evaluated the impact of video-based and game-based learning versus traditional teaching approaches, little research has been done comparing the effectiveness of video-based learning and video game-based learning. Furthermore, the few studies that performed this comparison did not compare the effectiveness for online education or examined teacher-authored video games. Research Questions: Is game-based learning using teacher-authored video games more effective than video-based learning in terms of knowledge acquisition for software engineering students in online settings? Is game-based learning using teacher-authored video games more effective than video-based learning in terms of motivation for software engineering students in online settings? Methodology: A quasi-experimental design with control and experimental groups and pre- and post-tests was employed. A total of 180 software engineering students participated in this study, 81 of which belonged to the control group while the other 99 were part of the experimental group. The students in the control group took an online lesson in which they learned exclusively by watching videos, whereas the students in the experimental group took the same lesson but learned exclusively by playing an educational video game created by a teacher through an authoring tool. Findings: The results show that game-based learning using teacher-authored educational video games was more effective than video-based learning in terms of both knowledge acquisition and motivation.",2022,IEEE Transactions on Education,Aldo Gordillo; Daniel López-Fernández; Edmundo Tovar,article,65,D5
W2153019931,,10.1146/annurev.soc.29.010202.100019,Racial and Ethnic Stratification in Educational Achievement and Attainment,"▪ Abstract Understanding racial, ethnic, and immigrant variation in educational achievement and attainment is more important than ever as the U.S. population becomes increasingly diverse. The Census Bureau estimates that in 2000, 34% of all youth aged 15–19 were from minority groups; it estimates that by 2025, this will increase to 46% ( U.S. Census Bureau 2000 ). In addition, approximately one in five school-age children reside in an immigrant family ( Zhou 1997 , Suarez-Orozco &amp; Suarez-Orozco 2001 ). We provide an overview of recent empirical research on racial, ethnic, and immigrant differences in educational achievement and attainment, and we examine some current theories that attempt to explain these differences. We explore group differences in grades, test scores, course taking, and tracking, especially throughout secondary schooling, and then discuss variation in high school completion, transitions to college, and college completion. We also summarize key theoretical explanations used to explain persistent differences net of variation in socioeconomic status, which focus on family and cultural beliefs that stem from minority group and class experiences. Overall, there are many signs of optimism. Racial and ethnic gaps in educational achievement and attainment have narrowed over the past three decades by every measure available to social scientists. Educational aspirations are universally high for all racial and ethnic groups as most adolescents expect to go to college. However, substantial gaps remain, especially between less advantaged groups such as African Americans, Hispanics, and Native Americans and more advantaged groups such as whites and Asian Americans. The racial and ethnic hierarchy in educational achievement is apparent across varying measures of the academic experience.",2003,Annual Review of Sociology,Grace Kao; Jennifer Thompson,article,1388,D5
W2561679928,27958761,10.1556/2006.5.2016.081,"Delay discounting, risk-taking, and rejection sensitivity among individuals with Internet and Video Gaming Disorders","Background and aims There is a previous evidence for impulsivity in individuals with Internet and Video Gaming Disorders. The aim of this study was to examine whether Internet and video game addictions are associated with experiential delay discounting, risk-taking, and sensitivity to social rejection using computerized tasks and questionnaires. Methods Twenty participants (mean age 24, SD = 1.55) with high score on the Problematic Online Gaming Questionnaire (POGQ) were compared with 20 participants (mean age 24.8, SD = 1.34) with low score on the POGQ. They performed on computerized Balloon Analog Risk Task and Experiential Delay discounting Task (EDT), and filled in the sensitivity to social rejection questionnaire. Results Participants with high POGQ scores had lower measures of delay discounting, higher measures of risk-taking, and higher measures of sensitivity to social rejection compared with participants with low POGQ scores. Discussion The results of this study support the previous evidence of risk-taking and provide new evidence for difficulties in delay discounting and sensitivity to social rejection among those who score high on Internet and video games. Conclusions The results suggest that Internet- and video game-addicted individuals seek immediate gratification and cannot wait for later reward. Furthermore, these individuals spend time in the virtual world, where they feel safe, and avoid social interactions presumably due to fears of social rejection.",2016,Journal of Behavioral Addictions,Aviv Weinstein; Hodaya Ben Abu; Ayelet Timor; Yaniv Mama,article,60,D5
W2259752226,,10.2312/eged.20061005,3D Role-Playing Games as Language Learning Tools,"Leveraging the experiential cognition and motivational factors of 3D games, we conduct a pilot study that utilizes Ever Quest 2 as pedagogical learning tool for English as a second language (ESL) students. We combine the benefits of massive multiplayer online role-playing games (MMORPGs) and second language methodology to create a digital learning environment for second language acquisition (SLA). Rather than using traditional computerassisted language learning (CALL) software, we explore the immersive, virtual environment of Ever Quest 2 as ESL participants assume virtual identities and engage in social interactions within the game world. We suggest that language becomes a crucial artifact for character development and completion of game tasks in the virtual world. Preliminary results demonstrate that Ever Quest 2 intermediate and advanced ESL students increase their English vocabulary by 40% as result of game play interactions with non-playing characters (NPCs). Furthermore, intermediate and advanced ESL students practice their conversational skills with playing characters (PCs), generating a 100% increase in chat messages during eight sessions of game play. These results lead to the conclusion that MMORPGs can provide motivation and adequate language learning support for intermediate and advanced ESL students.",2006,,Yolanda A. Rankin; Rachel Gold; Bruce Gooch,article,134,D5
W2753069971,29109566,10.5688/ajpe8176265,Educational Gaming for Pharmacy Students – Design and Evaluation of a Diabetes-themed Escape Room,"<b>Objective.</b> To design an educational game that will increase third-year professional pharmacy students’ knowledge of diabetes mellitus disease management and to evaluate their perceived value of the game. <b>Methods.</b> Faculty members created an innovative educational game, the diabetes escape room. An authentic escape room gaming environment was established through the use of a locked room, an escape time limit, and game rules within which student teams completed complex puzzles focused on diabetes disease management. To evaluate the impact, students completed a pre-test and post-test to measure the knowledge they’ve gained and a perception survey to identify moderating factors that could help instructors improve the game’s effectiveness and utility. <b>Results.</b> Students showed statistically significant increases in knowledge after completion of the game. A one-sample <i>t</i>-test indicated that students’ mean perception was statistically significantly higher than the mean value of the evaluation scale. This statically significant result proved that this gaming act offers a potential instructional benefit beyond its novelty. <b>Conclusion.</b> The diabetes escape room proved to be a valuable educational game that increased students’ knowledge of diabetes mellitus disease management and showed a positive perceived overall value by student participants.",2017,American Journal of Pharmaceutical Education,Heidi Eukel; Jeanne E. Frenzel; Dan Cernusca,article,316,D5
W2963821715,,10.1007/s10734-019-00417-0,Student-centred digital game–based learning: a conceptual framework and survey of the state of the art,"Student-centred learning forms a major driver behind educational policy and practice in the modern day. With a drive towards embracing the possibilities of technology within the classroom, especially digital video games, it is vital to have an understanding of where such games are delivering and where their potential has yet to be explored. With this in mind, it is important to survey the existing literature to establish the level to which the promise of student-centred learning is being delivered through digital video games. This study presents a conceptual framework based upon a systematic literature review of developments in student-centred digital game–based learning, and seeks to establish the extent to which all tenets of student-centred learning and principles of digital game–based learning are embraced within such applications. A thematic analysis identifies the common themes of game and intervention design while integrating and conceptually linking the key concepts of student-centred learning and digital game–based learning. This leads to the development of a conceptual framework allowing classification of the literature according to common themes. Inclusion criteria include the presence of student-centred learning concepts, with a game-based focus including specifically digital video games. Inclusion was limited to papers published since 2007. The literature analysis identifies a number of themes; these were primarily the types of player engagement: single player, mixed and multiplayer, along with principles of game design and the key tenets of student-centred learning. A preponderance of games and interventions utilising single player experiences and focusing on implementing the active learning tenet of student-centred learning were observed. Areas relating to multiplayer engagements and the social aspects of student-centred learning such as mutual respect receive comparatively less attention in games and research. In order to fully embrace the possibilities offered by student-centred digital game–based learning, it is important not to neglect lessons learned in the development of student-centred learning to its current state. Aspects such as peer-based learning and building relationships between students and teachers have been found important in traditional learning and must be investigated and adapted to new media, including games, as new technologies enter the educational mainstream. Further research into the effects of designing games around these multiplayer aspects, and better defining the role of teachers and educational staff in digital game–based learning, may demonstrate ways to develop and create educational experiences that better engage and prepare students.",2019,Higher Education,Thomas E. Coleman; Arthur Money,article,157,D5
W2021427605,,10.1002/pits.20303,Student engagement with school: Critical conceptual and methodological issues of the construct,"Abstract Research supports the connection between engagement, achievement, and school behavior across levels of economic and social advantage and disadvantage. Despite increasing interest and scientific findings, a number of interrelated conceptual and methodological issues must be addressed to advance this construct, particularly for designing data‐supported interventions that promote school completion and enhanced educational outcomes for all students. Of particular concern is the need to (a) develop consensus on the name of the construct, (b) identify reliable measures of the dimensions of the construct, and (c) complete the construct validation studies needed to move research and intervention forward. © 2008 Wiley Periodicals, Inc.",2008,Psychology in the Schools,James J. Appleton; Sandra L. Christenson; Michael J. Furlong,article,1893,D5
W2789184669,,10.1109/tg.2019.2901021,"General Video Game AI: A Multitrack Framework for Evaluating Agents, Games, and Content Generation Algorithms","General video game playing aims at designing an agent that is capable of playing multiple video games with no human intervention. In 2014, the General Video Game Artificial Intelligence (GVGAI) competition framework was created and released with the purpose of providing researchers a common open-source and easy-to-use platform for testing their artificial intelligence (AI) methods with potentially infinity of games created using the video game description language (VGDL). The framework has been expanded into several tracks during the last few years to meet the demands of different research directions. The agents are required either to play multiple unknown games with or without access to game simulations, or to design new game levels or rules. This survey paper presents the VGDL, the GVGAI framework, existing tracks, and reviews the wide use of GVGAI framework in research, education, and competitions five years after its birth. A future plan of framework improvements is also described.",2019,IEEE Transactions on Games,Diego Pérez-Liébana; Jialin Liu; Ahmed Khalifa; Raluca D. Gaina; Julian Togelius,preprint,63,D5
W134467738,,10.26503/dl.v2011i1.594,Game reward systems: Gaming experiences and social meanings,"The authors give an overview of how various video game reward systems provide positive experiences to players, and propose classifications for rewards and reward characteristics for further analysis. We also discuss what reward systems encourage players to do, and describe how they provide fun even before players receive their rewards. Next, we describe how game reward systems can be used to motivate or change behaviors in the physical world. One of our main suggestions is that players can have fun with both rewards and reward mechanisms—enjoying rewards while reacting to the motivation that such rewards provide. Based on relevant psychological theories, we discuss how reward mechanisms foster intrinsic motivation while giving extrinsic rewards. We think that reward systems and mechanisms in modern digital games provide social meaning for players primarily through motivation, enhanced status within gaming societies, and the use of rewards as social tools.",2011,,Hao Wang; Chuen–Tsai Sun,article,195,D5
W4386594700,37697415,10.1186/s44158-023-00118-2,"Envisioning gamification in anesthesia, pain management, and critical care: basic principles, integration of artificial intelligence, and simulation strategies","Unlike traditional video games developed solely for entertainment purposes, game-based learning employs intentionally crafted approaches that seamlessly merge entertainment and educational content, resulting in captivating and effective learning encounters. These pedagogical methods include serious video games and gamification. Serious games are video games utilized as tools for acquiring crucial (serious) knowledge and skills. On the other hand, gamification requires integrating gaming elements (game mechanics) such as points, leaderboards, missions, levels, rewards, and more, into a context that may not be associated with video gaming activities. They can be dynamically (game dynamics) combined developing various strategic approaches. Operatively, gamification adopts simulation elements and leverages the interactive nature of gaming to teach players specific skills, convey knowledge, or address real-world issues. External incentives stimulate internal motivation. Therefore, these techniques place the learners in the central role, allowing them to actively construct knowledge through firsthand experiences.Anesthesia, pain medicine, and critical care demand a delicate interplay of technical competence and non-technical proficiencies. Gamification techniques can offer advantages to both domains. Game-based modalities provide a dynamic, interactive, and highly effective opportunity to learn, practice, and improve both technical and non-technical skills, enriching the overall proficiency of anesthesia professionals. These properties are crucial in a discipline where personal skills, human factors, and the influence of stressors significantly impact daily work activities. Furthermore, gamification can also be embraced for patient education to enhance comfort and compliance, particularly within pediatric settings (game-based distraction), and in pain medicine through stress management techniques. On these bases, the creation of effective gamification tools for anesthesiologists can present a formidable opportunity for users and developers.This narrative review comprehensively examines the intricate aspects of gamification and its potentially transformative influence on the fields of anesthesiology. It delves into theoretical frameworks, potential advantages in education and training, integration with artificial intelligence systems and immersive techniques, and also addresses the challenges that could arise within these contexts.",2023,Journal of Anesthesia Analgesia and Critical Care,Marco Cascella; Andrea Cascella; Federica Monaco; Mohammed Naveed Shariff,review,86,D5
W2800496882,,10.1016/j.visres.2018.04.005,An action video game for the treatment of amblyopia in children: A feasibility study,,2018,Vision Research,Christina Gambacorta; Mor Nahum; Indu Vedamurthy; Jessica D. Bayliss; Joshua T. Jordan,article,103,D5
W2121946324,,10.1109/cse.2009.80,Churn Prediction in MMORPGs: A Social Influence Based Approach,"Massively multiplayer online role playing games (MMORPGs) are computer based games in which players interact with one another in the virtual world. Worldwide revenues for MMORPGs have seen amazing growth in last few years and it is more than a 2 billion dollars industry as per current estimates. Huge amount of revenue potential has attracted several gaming companies to launch online role playing games. One of the major problems these companies suffer apart from fierce competition is erosion of their customer base. Churn is a big problem for the gaming companies as churners impact negatively in the word of-mouth reports for potential and existing customers leading to further erosion of user base.We study the problem of player churn in the popular MMORPG EverQuest II. The problem of churn prediction has been studied extensively in the past in various domains and social network analysis has recently been applied to the problem to understand the effects of the strength of social ties and the structure and dynamics of a social network in churn. In this paper, we propose a churn prediction model based on examining social influence among players and their personal engagement in the game. We hypothesize that social influence is a vector quantity, with components negative influence and positive influence. We propose a modified diffusion model to propagate the influence vector in the players network which represents the social influence on the player from his network. We measure a players personal engagement based on his activity patterns and use it in the modified diffusion model and churn prediction. Our method for churn prediction which combines social influence and player engagement factors has shown to improve prediction accuracy significantly for our dataset as compared to prediction using the conventional diffusion model or the player engagement factor, thus validating our hypothesis that combination of both these factors could lead to a more accurate churn prediction.",2009,,Jaya Kawale; Aditya Pal; Jaideep Srivastava,article,164,D5
W2527828900,27809571,10.1176/appi.ajp.2016.16020224,Internet Gaming Disorder: Investigating the Clinical Relevance of a New Phenomenon,"OBJECTIVE: The American Psychiatric Association (APA) identified Internet gaming disorder as a new potential psychiatric disorder and has recognized that little is known about the prevalence, validity, or cross-cultural robustness of proposed Internet gaming disorder criteria. In response to this gap in our understanding, the present study, a first for this research topic, estimated the period prevalence of this new potential psychiatric disorder using APA guidance, examined the validity of its proposed indicators, evaluated reliability cross-culturally and across genders, compared it to gold-standard research on gambling addiction and problem gaming, and estimated its impact on physical, social, and mental health. METHOD: Four survey studies (N=18,932) with large international cohorts employed an open-science methodology wherein the analysis plans for confirmatory hypotheses were registered prior to data collection. RESULTS: Among those who played games, more than 2 out of 3 did not report any symptoms of Internet gaming disorder, and findings showed that a very small proportion of the general population (between 0.3% and 1.0%) might qualify for a potential acute diagnosis of Internet gaming disorder. Comparison to gambling disorder revealed that Internet-based games may be significantly less addictive than gambling and similarly dysregulating as electronic games more generally. CONCLUSIONS: The evidence linking Internet gaming disorder to game engagement was strong, but links to physical, social, and mental health outcomes were decidedly mixed.",2016,American Journal of Psychiatry,Andrew K Przybylski; Netta Weinstein; Kou Murayama,article,366,D5
W2884134486,,10.1186/s41039-018-0078-8,Students’ perception of Kahoot!’s influence on teaching and learning,"Technology is being increasingly integrated into teaching environments in view of enhancing students’ engagement and motivation. In particular, game-based student response systems have been found to foster students’ engagement, enhance classroom dynamics and improve overall students’ learning experience. This article presents outcomes of research that examined students’ experience using a game-based student response system, Kahoot!, in an Information Systems Strategy and Governance course at a research-intensive teaching university in New Zealand. We conducted semi-structured interviews with students to learn about the extent to which Kahoot! influence classroom dynamics, motivation and students’ learning process. Key findings revealed that Kahoot! enriched the quality of student learning in the classroom, with the highest influence reported on classroom dynamics, engagement, motivation and improved learning experience. Our findings also suggest that the use of educational games in the classroom is likely to minimise distractions, thereby improving the quality of teaching and learning beyond what is provided in conventional classrooms. Other factors that contributed to students’ enhanced learning included the creation and integration of appropriate content in Kahoot!, providing students with timely feedback, and game-play (gamification) strategies.",2018,Research and Practice in Technology Enhanced Learning,Sherlock A. Licorish; Helen Owen; Ben Kei Daniel; Jade Li George,article,507,D5
