openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W4405833990,39851819,10.3390/bs15010013,The Development and Validation of the Adolescent Problematic Gaming Scale (PGS-Adolescent),"This study aims to develop and validate the Adolescent Problematic Gaming Scale (PGS-Adolescent). Following established scientific protocols, we developed an initial version of the PGS-Adolescent scale and validated it using data from 448 valid survey responses collected from adolescents in China. The dataset was split into two parts: 225 responses were allocated for exploratory factor analysis (EFA), and 223 for confirmatory factor analysis (CFA). The EFA and CFA processes necessitated the removal of 10 items due to low factor loadings, low communalities, misalignment with intended factors, and inadequate item retention. Significantly, all the survey items measuring daily-life disturbance (DD) were excluded. The final 20-item PGS-Adolescent scale includes four constructs: interpersonal relationships (IRE), schooling disruption (SD), physical consequences (Phy-C), and psychological consequences (Psy-C). Researchers may consider directly applying the validated PGS-Adolescent scale or evaluating its applicability and validity in diverse populations and contexts.",2024,Behavioral Sciences,Zhanni Luo; Jiayan Xie,article,2,D2
W4312999536,,10.4108/eai.17-6-2022.2322876,Maze Adventure: An Application of Maze Algorithm in Role-playing Game Development by Python,"This paper talks about the development and algorithms of a 2D role-playing game coded in Python: Maze Adventure. The game is developed based on the Aldous Broder maze generation algorithm, a random walk algorithm, which is a way to produce uniform spanning trees. With the maze that is drawn by these",2022,"Proceedings of the International Conference on Information Economy, Data Modeling and Cloud Computing, ICIDC 2022, 17-19 June 2022, Qingdao, China",Rui Yang; Conger He,article,1,D2
W2514007324,,,Project NORS: a Multiplayer Online Battle Arena Game Implemented in Unreal Engine 4,"NORS is a new MOBA game with exiting features such as, controlling the elements. With this ability, the player can control and change the environment to their benefit in the epic battle for Great Britannia between the brutal Vikings and the Saxons. This thesis will describe the process we used to make NORS and how it started as a mere idea to a complete game.",2015,BIBSYS Brage (BIBSYS (Norway)),Jonathan Ness; Aleksander Olsen; Marius Rødland; Chris Andre Sand,dissertation,1,D2
W2154200151,,10.1080/01419870701491978,Ethno-nationalist claims in southern Nigeria: insights from Yoruba and Ijaw nationalisms since the 1990s,"Abstract There are several competing explanations for the rise in ethnic nationalisms in Nigeria, but there is an agreement that identity politics and conflicts tend to incubate and thrive best in underdeveloped settings. To this can be added the crises produced by prolonged military rule, during which the intensity of contestations for power translated the quest for ethnic ascendancy into the rule rather than the exception. This essay provides the contexts and extenuating circumstances in which ethnic nationalisms by the Yoruba and the Ijaw in southern Nigeria became salient and militant from the 1990s onward. Despite concrete variations in their ethno-nationalist projects, the Yoruba and the Ijaw are shown to be similar in several respects: both, for instance, contain salient strands of ‘self-determination’ translating at best to pseudo-separatist inclinations towards the decentralization and devolution of power and authority as constituted presently in Nigeria. Keywords: Ethno-nationalismsouthern NigeriaYorubaIjawself-determinationviolence Acknowledgements An earlier version of this paper was presented at the African Studies Association of the UK Biennial Conference on ‘Debating Africa’, Goldsmiths College, University of London, 13–15 September 2004. The authors thank Insa Nolte of Birmingham University for her comments on an earlier draft. Ukeje thanks the Royal African Society and the African Studies Association for facilitating the travel to attend the conference, while Adebanwi thanks the Social Science Research Council, New York, for funding his research. Notes 1. For a range of other factors that harnessed a common consciousness of unity and oneness in pre-colonial Nigeria, see Diamond (Citation1988), Olusanya (Citation1999, pp. 545–69) and Ikime (Citation1999). 2. Ake has called this trend the ‘overpoliticization’ of social life (Citation1985, p. 1213). 3. See, Tunde Olusunle, ‘Brothers against brothers: stemming the spectre of communal fracas’, The Guardian, 28 January 1998, pp. 16–18. 4. Indeed, in a curious way, the only nationalism motif that seems to unite most, if not all, Nigerians comes from the most unexpected source – football. For many, the game of soccer played under national colours provides a social elixir. 5. For a list of some of the societies and unions, many of them with headquarters in Lagos and others scattered in major towns, see Coleman (Citation1971 [1958], p. 343). 6. ‘The retirement of Sir Frederick Lugard’, Lagos Weekly Record, 1–22 February 1919. 7. ‘The retirement of Sir Frederick Lugard’, Lagos Weekly Record, 1–22 February 1919. 8. The objectives of the Egbe included cultural development, educational advancement, Yoruba nationalism, protection of chiefs and support for the unity of the Nigerian federation. See Coleman (Citation1971 [1958], pp. 344–5). 9. In some of the initial attempts at constructing a pan-Nigerian political party in the mid-1990s, members of the rival political elites met in Lagos where it was resolved that Nigeria could achieve stability only when the ‘real owners’ of power in the north and south, that is the core conservative power elite in the north and the core progressive power elite in the west work together within a political party. The initiative however eventually collapsed (Adebanwi, research notes, Ibadan, Nigeria, November 2005). For an elaboration of this, see, Wale Adebanwi, ‘Obasanjo, Yoruba and the future of Nigeria’, ThisDay (Lagos), 16 February 2003. 10. For indications of this view of things, see, ‘I'm not in hiding’ (interview with Gani Adams), The NEWS, 31 January 2000, p. 15. 11. The different phases in the Ijaw clamour for state creation are: the Rivers State Movement (1953–67), the Niger Delta State Movement (1979–83), the Abayelsa State Movement (1985–93) and the Bayelsa State Movement (1993–60). See, Kimse and Lazarus (Citation1999, 253ff.). 12. ‘Forward March to Freedom’, communiqué issued at the end of the 7th Council Meeting of Ijaw youths held at Kolobiama community in the Opobo Clan of Ijawland, 20 March 1999. See http://www.kemptown.org/shell/mar20.html. Of course, the release did not limit itself to purely ND or Ijaw matters. It, for instance, condemned the ambassadorial posting by the Abubakar regime as ‘insensitive, un-federal and provocative’. 13. There are several other factors that aid Ijaw nationalism, including the oil factor, a history of collective struggle, strong cultural affinity over a wider area, being the fourth largest ethnic group in Nigeria and, finally, a major demographic shift in favour of youths. 14. For the full text of the communiqué signed on behalf of the collegiate leadership by Felix Tuodolo, Isaac Osuoka and Kingsley Kuku, see Ijaw Youth Council, press statement, 16 February 1999. In Delta News Release, http:/www.oneworld.org/delta/990119.html. 15. However, both men are currently being tried for alleged offences including treason and murder in what some see as part of the ploy by President Olusegun Obasanjo to hold on to power beyond his constitutionally allotted time which ends in 2007. Additional informationNotes on contributorsCharles Ukeje CHARLES UKEJE is a Senior Lecturer in the Department of International Relations of the Obafemi Awolowo University, Ile-Ife, Nigeria. He is the winner of the Mary Kingsley Zochonis Lecture Award 2004 sponsored by the Royal African Society, and the African Studies Association, UK Wale Adebanwi WALE ADEBANWI, until recently, taught political science at the University of Ibadan, Nigeria. He is currently a Bill and Melinda Gates Scholar at Trinity Hall, Cambridge",2008,Ethnic and Racial Studies,Charles Ukeje; Wale Adebanwi,article,30,D2
W2591921260,,,Invisible Teacher: How Might Digital Leisure Games Foster Critical Thinking and Grit?,"The ubiquity of mobile devices and the rapid growth of mobile gaming have put digital games into the tiny hands of children, some under 2 years of age. What, if anything, are these games teaching our kids? Could they be learning essential skills that will be useful in the future—or are they just for fun? This research investigates if and how digital leisure games promote critical thinking and grit in children ages 9–12. It will explore game design, motivations of players, stages in child’s development and other factors that may influence learning outcomes. It aims to create a framework for identifying essential future skills and traits and provide future directions for parents and, potentially, educators and game developers.",2016,OCAD University Open Research Repository (OCAD University),"Rementilla, Vanessa",other,1,D2
W2762120557,,,Experiencing The World Of Franklin: The Making Of An Immersive And Interactive Historical Exhibit,"This thesis involves the creation of a historically-themed museum element. The element, titled “Improving Community,” is a virtual interactive game that allows players to explore certain realities of colonial American life. Within the game, players are presented with a number of civic-related issues that existed throughout the eighteenth century, and they are then given options to improve the situation. Interactivity and immersion are key features of the game, and they have been incorporated so that players may engage with the past and assume a more active role in the process of historical reconstruction. Research for the games draws mostly upon historical primary sources, including firsthand accounts, letters, diaries, periodicals, pamphlets, meeting minutes, and legal documents. In addition, the process of developing the games was informed by a number of secondary source works, and therefore this study inspects the ways in which “Improving Community” fits within the ongoing scholarly debates. Ultimately this project contributes to the field of public history by demonstrating the usefulness of games as a tool for historical exhibition. “Improving Community” is both entertaining and educational, and as a result, the game provides individuals with a unique outlet for exploring and experiencing the past.",2012,Journal of International Crisis and Risk Communication Research,Daniel J. Webster,article,1,D2
W4390058785,,10.15826/qr.2023.4.856,“Residual Meanings” and the Aesthetic of Intermediality in Pavel Saltzman’s Central Asia in the Middle Ages,"This article analyses Central Asia in the Middle Ages, an unfinished novel by Pavel Saltzman (1939–1950), first published in 2018. In the novel, the aesthetic of film editing and the discursive “madeness” of the narrative used by the author, which refers both to the literature of German Romanticism and to Eastern historical and literary sources, transforms an example of artistic avant-garde into a fundamentally new work in terms of artistic features. According to the article, the literary game of the Gothic novel employed by the author gives Saltzman’s text the dynamics of a spectacular film text, which conceals several symbolic and associative meanings. These include the adventurous narrative itself, the medieval historical plot, the inevitable associative parallels with the tragic pages of the history of the twentieth century, and the philosophical and aesthetic comprehension of man and their place in the world in the spirit of the German Romantics and modern postmodernism simultaneously. The research methods in relation to this literary text rely on the semiotic theory of Yu. M. Lotman and B. A. Uspensky. The results of the study are determined both by the author’s approach and modern literary and cultural studies concepts of Aage A. Hanzen-Löve, I. S. Kukui, and O. D. Burenina-Petrova. The novel is analysed for the first time according to the directions of “residual” memory of the author’s text that are relevant to this work, primarily in intertextual connection with E. T. A. Hoffmann’s The Devil’s Elixirs, as well as according to the cinematic ways of expressing the narrative. The author proves that Saltzman’s text relies on the principle of compositional film editing, which brings it into the sociocultural discursive practice. Additionally, the article traces intertextual links between the two novels in the plot and thematic aspects, concluding that the text is original for modern literature and determining the prospects of its transfer in sociocultural practice.",2023,Quaestio Rossica,Gazinur Gizdatov,article,3,D2
W4287189702,,10.5281/zenodo.5821920,Narrative Mechanics: Strategies and Meanings in Games and Real Life,"What do stories in games have in common with political narratives? This book identifies narrative strategies as mechanisms for meaning and manipulation in games and real life. It shows that the narrative mechanics so clearly identifiable in games are increasingly used (and abused) in politics and social life. They have »many faces«, displays and interfaces. They occur as texts, recipes, stories, dramas in three acts, movies, videos, tweets, journeys of heroes, but also as rewarding stories in games and as narratives in society – such as a career from rags to riches, the concept of modernity or market economy. Below their surface, however, narrative mechanics are a particular type of motivational design – of game mechanics.",2021,,Beat Suter; René Bauer; Mela Kocher; et al,book,3,D2
W2995295756,,,Open-World Game Design : case Study : The Legend of Zelda : Breath of the Wild,"The purpose of this thesis was to create a critical analysis video concerning The Legend of Zelda: Breath of the Wild. The game’s design was placed under a microscope during the making of the video. The objective was to determine if the developers had succeeded in fulfilling their vision and if their design philosophy was solid. &#13;\n &#13;\nIt came to light that in spite of Breath of the Wild’s universal acclaim, Nintendo’s game design was at odds with the final product. In the idea they dubbed “multiplicative gameplay”, the gameplay loop involves the player being faced with situations and then coming up with their own solutions to them. This concept ended up only applying to some early parts of the game while later sections seemed like an afterthought.",2019,Theseus (Ammattikorkeakoulujen),Joel Vidqvist,dissertation,1,D2
W3133339618,,10.1051/ro/2021023,"Optimal government support policy towards technology development considering the challenges of conflict of interests, ethical and structural problems","One of the main ways of economic development is technological innovation development. The support provided by the government and the policies adopted for technology developments are important issues in the context of technology and innovation policymaking. On the other hand, the structural issues in some countries, especially in Iran, as well as the conflict of interests and ethical problems, are of crucial importance in large-scale technology development projects. The present paper addresses governmental policies and support and the underpinning parameters given the points mentioned about the economic and technological development of Iran. In this study, we first interviewed some experts, and the results were employed as inputs of the quantitative model. The important parameters influencing the determination of governmental support and policy type were also addressed. The long-term behavior of the public and private sectors as two key players were analyzed by the evolutionary game theory and their strategies were solved by replicative dynamic equations. Finally, a numerical study was conducted for a real case in Iran to better understand the features of the game model in real conditions. The results of the case study show that the main approach of the government should be legal monitoring although the minimum incentive policies and supports should also be in place. The sensitivity analysis of some major parameters reveals that the main factor in project implementation is to consider the income and costs of the private sector. The governmental policy should be based on preparing incentive mechanisms at an appropriate level and then precise legal monitoring, which will lead to technology development with the cooperation of the parties, minimum ethical problems, and the minimization of the impact of structural problems, including sanctions.",2021,RAIRO - Operations Research,Mahdi Bagheri Nasrabadi; Abdullah Jassbi; Ali Bonyadi Naeini; Saeid Shavvalpour,article,2,D2
W2895951785,,10.1108/978-1-78756-187-820181007,The Turbulent Market of Modern Debt-overleveraged and Promoter-dominated Corporations,"Executive Summary Before the September–October 2008 Financial Crisis, investment banks were hooked on debt. In 2007, a year before its failure, Lehman Brothers held equity just 3.3% of its balance sheet (that is, its debt/equity ratio well exceeded 29); virtually all the rest was financed by borrowing. Leverage is an elixir that makes profits soar when times are good but magnifies losses when the economy sours. Currently in India, several companies have seen their balance sheet out of shape because of overleverage, but banks continue to be benevolent, often forced by political interventions (see Cases 6.1 and 6.2). Most of these business groups are nearly dead, with their equity almost wiped out. There is little chance they will survive but for their banker’s largesse. Ever-greening of loans is keeping them alive, but what could be the end game? For instance, just a year before economic liberalization in India, few enterprising men invested in the steel business. They borrowed monies from the banks and banks continued to finance their operations, and now they are realizing that the promoters cannot meet with their debt obligations. The banks, however, did not want to accept financial loss and hence commonly agreed to ease the payment obligations so that the loans remained good and not degenerate to NPAs. This is tantamount to refinancing to service your loans. But now the banks overwhelmed with accumulated NPAs are trying to sell debt. How do you legally, ethically, morally, and spiritually (LEMS) justify share-market concentration in the hands of very few promoter investors? What are their long-run unintended economic, legal, ethical, and moral consequences, and why? This chapter studies this market turbulence and the role of bankruptcy laws and court systems in bringing about some change in the debt-overleveraged corporations.",2018,,S.J. FR. Oswald A. J. Mascarenhas,book-chapter,3,D2
W3210830951,,10.6084/m9.figshare.12656990.v1,Retrieval of Digital Artefacts from TeamSpeak and Discord: A Forensic Investigation and Analysis of the Malicious Use of Gaming Communication Clients.,"Gaming communication clients such as Discord and TeamSpeak have started to become an active choice for committing acts of crime, from being used to groom children to being used to organise crimes. The forensic examination of modern gaming communication clients has gone largely unexplored. This paper aims to understand the effectiveness of current moderation tools used to filter online abuse and to look at the possibility of extracting terrestrial artefacts that are left after use from these clients. In addition, a review into current legal cases highlights the need for further research into this specialist area of communication clients. Potential artefacts that may be detected during research includes data such as timestamps, conversations and transferred files. This research aims to contribute towards helping fill gaps by forensically analysing TeamSpeak and Discord.",2020,Figshare,Oliver Bryant,dissertation,1,D2
W4385967636,,10.48550/arxiv.2308.01734,Ambient Adventures: Teaching ChatGPT on Developing Complex Stories,"Imaginative play is an area of creativity that could allow robots to engage with the world around them in a much more personified way. Imaginary play can be seen as taking real objects and locations and using them as imaginary objects and locations in virtual scenarios. We adopted the story generation capability of large language models (LLMs) to obtain the stories used for imaginary play with human-written prompts. Those generated stories will be simplified and mapped into action sequences that can guide the agent in imaginary play. To evaluate whether the agent can successfully finish the imaginary play, we also designed a text adventure game to simulate a house as the playground for the agent to interact.",2023,arXiv (Cornell University),Zexin Chen; Eric Zhou; Kenneth A Eaton; Xiangyu Peng; Mark Riedl,preprint,2,D2
W2954795820,,10.22492/ijah.6.1.08,Reintroducing Aliguyon Using Vogler’s Adaptation of the Monomyth Through a Game Development,"Cajita, T. M., Campos, D. I., Villapando, G., Gutierrez, L., & Taeza, J. (2019). Reintroducing Aliguyon Using Vogler’s Adaptation of the Monomyth Through a Game Development. IAFOR Journal of Arts & Humanities, 6(1). https://doi.org/10.22492/ijah.6.1.08",2019,IAFOR Journal of Arts & Humanities,Trisha Marie Cajita; Dana Isabelle Campos; Gabrielle Villapando; Lorenzo Gutierrez; Jeyson Taeza,article,1,D2
W2751388621,,10.1613/jair.5449,Decision-Theoretic Planning Under Anonymity in Agent Populations,"We study the problem of self-interested planning under uncertainty in settings shared with more than a thousand other agents, each of which plans at its own individual level. We refer to such large numbers of agents as an agent population. The decision-theoretic formalism of interactive partially observable Markov decision process (I-POMDP) is used to model the agent's self-interested planning. The first contribution of this article is a method for drastically scaling the finitely-nested I-POMDP to certain agent populations for the first time. Our method exploits two types of structure that is often exhibited by agent populations -- anonymity and context-specific independence. We present a variant called the many-agent I-POMDP that models both these types of structure to plan efficiently under uncertainty in multiagent settings. In particular, the complexity of the belief update and solution in the many-agent I-POMDP is polynomial in the number of agents compared with the exponential growth that challenges the original framework. While exploiting structure helps mitigate the curse of many agents, the well-known curse of history that afflicts I-POMDPs continues to challenge scalability in terms of the planning horizon. The second contribution of this article is an application of the branch-and-bound scheme to reduce the exponential growth of the search tree for look ahead. For this, we introduce new fast-computing upper and lower bounds for the exact value function of the many-agent I-POMDP. This speeds up the look-ahead computations without trading off optimality, and reduces both memory and run time complexity. The third contribution is a comprehensive empirical evaluation of the methods on three new problems domains -- policing large protests, controlling traffic congestion at a busy intersection, and improving the AI for the popular Clash of Clans multiplayer game. We demonstrate the feasibility of exact self-interested planning in these large problems, and that our methods for speeding up the planning are effective. Altogether, these contributions represent a principled and significant advance toward moving self-interested planning under uncertainty to real-world applications.",2017,Journal of Artificial Intelligence Research,Ekhlas Sonu; Yingke Chen; Prashant Doshi,article,9,D2
W2108748982,,10.5038/1936-4660.8.1.13,Review of Naked Statistics: Stripping the Dread from Data by Charles Wheelan,"Wheelan, Charles. Naked Statistics: Stripping the Dread from Data (New York, NY, W. W. Norton & Company, 2014). 282 pp. ISBN 978-0-393-07195-5 In his review of What Numbers Say and The Numbers Game, Rob Root (Numeracy 3(1): 9) writes “Popular books on quantitative literacy need to be easy to read, reasonably comprehensive in scope, and include examples that are thought-provoking and memorable.” Wheelan’s book certainly meets this description, and should be of interest to both the general public and those with a professional interest in numeracy. A moderately diligent learner can get a decent understanding of basic statistics from the book. Teachers of statistics and quantitative literacy will find a wealth of well-related examples and stories to use in their classes.",2015,Numeracy,Michael Catalano,article,2,D2
W4410062426,,10.36676/sjmbt.v3.i1.61,Proposal to Supercell: Integrating Web 3.0 Nft-Based Avatars to Unlock New Revenue Streams in Clash of Clans,"This proposal outlines an innovative strategy to integrate Web 3.0 technologies — specifically Non-Fungible Tokens (NFTs) — into Clash of Clans. By enabling players to own unique NFT-based avatars with special superpowers, Supercell can tap into the rapidly expanding blockchain gaming economy. This model would not only enhance player engagement and loyalty but also create new and sustainable revenue streams through NFT sales, royalties, and marketplace transactions.",2025,Scientific Journal of Metaverse and Blockchain Technologies,Mandeep Gupta,article,1,D2
W1513734931,,10.11606/d.81.2012.tde-31052012-150554,O uso do jogo autódromo alquímico como mediador da aprendizagem no ensino de Química,"The objective of this research was to analyze a didactic game titled Alchemical Speedway and how such a methodology can help to teach chemistry. Working hypotheses are that play activities and games of that type may (i) foster students' motivation and interest in learning the same (ii) to develop in students the higher psychological functions (FPS) such as: Emotion, Imagination, Perception, Attention, Memory, Thought, Language, Abstraction and Generalization, finally, (iii) enable the significance and deepen the knowledge of alchemy and chemistry.",2012,,Eliana Moraes de Santana,dissertation,1,D2
W1882290437,,10.25549/usctheses-c3-16527,Running with newbies: understanding online communities through the eyes of second-generation gamers,"The growing popularity of video games is introducing a new generation of video game players to online communities and the communicative behaviors of these second-generation gamers open new ways to understand the social impacts of interactive entertainment. This dissertation examines how second-generation gamers offer insights into dispositions, identity performance, community membership, and video game addiction. Ethnographic research of players entering the online gaming community of World of Warcraft suggests that second-generation gamers are neither """"hardcore"""" nor """"casual"""" players, but have developed a different disposition from those described by previous games researchers. The five key attributes of the second-generation gaming disposition are that they are ease-of-use oriented, embody diversity, thrive on consistency, learn only what is necessary and rely on proven solutions. Second-generation gamers are also more likely to fall outside of the """"typical gamer"""" stereotype in terms of gender, age, and ethnicity. They respond to the dominant gamer culture by making performance decisions for both their personal and social identities. After entering the online community, second-generation gamers must decide how to present themselves to other players and learn their role in the community. For some second-generation players, online interactions with other players and with the gaming community take on a deeply meaningful role in their everyday lives. Lastly, in response to the popular discourse of video game addiction, second-generation players develop play-limiting strategies which suggest that """"addiction"""" is not a useful framework for understanding their motivations for playing video games.",2012,eVols (University of Hawaii),Shawna Kathleen Kelly,dissertation,0,D2
W4405055136,,10.33736/ils.6463.2024,PUZZLINGUISTICS: A TYPOLOGY OF LUDIC LANGUAGE BASED CLUES FOR IN-GAME PUZZLES IN ROLE-PLAYING GAMES,"Hundreds of role-playing video games have been produced since the creation of the first title of the genre, Dungeons and Dragons, in 1974. These titles incorporate one common feature in the genre, puzzle. In designing a puzzle which primarily revolves around its major element which is clue design, language contributes to the playfulness and playability of the game itself. This study attempts to explore the roles of ludic language in designing clues with regards to the user’s functions of the games. The study employed Crystal’s ludic language, Danesi’s puzzling language, Caillois’ ludus theory, Huizinga’s play function, and Aarseth’s user functions on twenty-three role playing video games or commonly abbreviated as RPGs and their sub-genres. The study further proposes a typology of clues. This typology comprises clues which are orbital, conditional, collocative, referential, indicative, reflective, reversal, and signalling. Game developers could employ the results of this study as a consideration in designing puzzles in video games especially role-playing video game genres.",2024,Issues in Language Studies,SF. Lukfianka Sanjaya Purnama; M.R. Nababan; Riyadi Santosa; SF. Luthfie Arguby Purnomo,article,0,D2
W4377819992,,10.3233/aac-220011,Information-seeking dialogue for explainable artificial intelligence: Modelling and analytics,"Explainable artificial intelligence has become a vitally important research field aiming, among other tasks, to justify predictions made by intelligent classifiers automatically learned from data. Importantly, efficiency of automated explanations may be undermined if the end user does not have sufficient domain knowledge or lacks information about the data used for training. To address the issue of effective explanation communication, we propose a novel information-seeking explanatory dialogue game following the most recent requirements to automatically generated explanations. Further, we generalise our dialogue model in form of an explanatory dialogue grammar which makes it applicable to interpretable rule-based classifiers that are enhanced with the capability to provide textual explanations. Finally, we carry out an exploratory user study to validate the corresponding dialogue protocol and analyse the experimental results using insights from process mining and argument analytics. A high number of requests for alternative explanations testifies the need for ensuring diversity in the context of automated explanations.",2023,Argument & Computation,Ilia Stepin; Katarzyna Budzyńska; Alejandro Catalá; Martín Pereira-Fariña; José M. Alonso,article,2,D2
W2910828998,,,EFL Students’ Perception of The Potential of Role-Playing Game in Their Learning,"Video game has developed into a potential medium capable of helping language students in learning. Role-playing Game, or known as RPG, is one of video game genres which has a potential as a medium for English foreign language (EFL) students’ language learning. This paper is intended to find the EFL students’ perceptions of the potential of RPG in their learning. Interview will be conducted to collect the data. This paper discusses the perception of EFL student to find the potential of RPG in their learning by using the themes of Bougonjon et al. (2009) that include learning opportunity, usefulness, experience, and ease of use. At the end of this paper, it is hoped that students will perceive RPG as a potential learning system for their language learning. It is expected that this paper could contribute toward the future study related to Role-playing Game and language learning.",2017,Universitas Kristen Satya Wacana Institutional Repository (Universitas Kristen Satya Wacana),Timothy Ananda Gusti,dissertation,0,D2
W2608101045,,,Inhibitors to the Organisational Adoption of Gamification,"This study looks at how organisations can use technology to engage, motivate, and reward staff by embedding game-like elements into business applications and processes through a phenomenon called gamification.&#13;\n&#13;\nGamification is an emerging phenomenon that has the potential to increase engagement, productivity and performance in organisations. It is the convergence of motivation theory, information systems, and the rise of digital communications systems. Gamification has been trending academically since 2010, and appears to support the human drivers of motivation and engagement through the appeal of both intrinsic and extrinsic rewards. Yet, while gamification appears to be a solution to the issues surrounding employee motivation, there is little documented evidence of successful enterprise integrations. &#13;\n&#13;\nGamification may be the modern elixir to all that ails organisations as they struggle to attract, nurture and retain talented employees. However, if this is the case, then why are gamified practises not widely adopted by companies? &#13;\n&#13;\nTwelve participants were interviewed for this qualitative study. The first three participants work in software organisations that have first-hand experience with gamified product and process development. Next, a further nine participants were interviewed, three in the broadly-defined communications industry, three in finance, and one each in real estate, retail sales, and manufacturing. These participants were selected as potential users of gamification within an organisational context. &#13;\n&#13;\nThe grounded theory methodology is used to explore the inhibitors to gamification techniques in organisations. Data collection strategies included in-depth interviews and grounded theory methodology techniques are used for data analysis.&#13;\n&#13;\nThis study found the adoption of gamification in organisations is largely inhibited by the infancy of the gamification industry as the availability of gamified platforms, and the demand from organisations is relatively low. It is expected that gamification will become more mainstream in the future as an applied business practice. &#13;\n&#13;\nVoluntariness is a critical factor within any managerial initiatives aimed at cultivating positive employee attitudes and experiences at work. The concept of employee consent includes mandatory fun events such as companywide social events as well as gamification systems.&#13;\n&#13;\nThe original contributions to knowledge of this thesis include two conceptual models. The first draws on an existing model for game design and proposes that employee engagement is an emergent property of an open gamification system. Emerging from the combination of mechanics and dynamics creating an aesthetic experience that meets the motivational needs of employees and thereby evokes an emotional commitment to the organisation and furthermore, it motivates employees to focus on shared organisational and individuals’ goals. The second conceptual model draws on Hofstede’s organisational culture dimensions framework and posits that there may be a specific cultural pattern for organisations best suited for effective gamification. This study finds organisations with cultures that are goal-oriented; externally driven; easy-going work discipline; local; open systems; and have an employee orientation, are more likely to find gamification is an appropriate fit for their organisation.&#13;\n&#13;\nIn addition, this thesis distinguishes between gamification and organisational gamification and offers a unique definition for gamification implemented within organisations, which has been purposefully and strategically implemented.",2017,Research Commons (University of Waikato),Dannette Louise Jefferies,dissertation,1,D2
W4396912862,,10.48550/arxiv.2405.06686,Word2World: Generating Stories and Worlds through Large Language Models,"Large Language Models (LLMs) have proven their worth across a diverse spectrum of disciplines. LLMs have shown great potential in Procedural Content Generation (PCG) as well, but directly generating a level through a pre-trained LLM is still challenging. This work introduces Word2World, a system that enables LLMs to procedurally design playable games through stories, without any task-specific fine-tuning. Word2World leverages the abilities of LLMs to create diverse content and extract information. Combining these abilities, LLMs can create a story for the game, design narrative, and place tiles in appropriate places to create coherent worlds and playable games. We test Word2World with different LLMs and perform a thorough ablation study to validate each step. We open-source the code at https://github.com/umair-nasir14/Word2World.",2024,arXiv (Cornell University),Muhammad Umair Nasir; Steven James; Julian Togelius,preprint,1,D2
W3201154321,,10.19044/esj.2021.v17n31p87,Ethics and Economics of Medical Supplies in the COVID-19 Pandemic,"Background: The distribution of healthcare resources across local and global communities has triggered alarms throughout the COVID-19 pandemic. Injustice and inefficiency in the transfer of lifesaving medical supplies are magnified by the urgency of the public health crisis, ramified through pre-existing socioeconomic tensions, and further aggravated by frictions that plague international cooperation and global governance. Aim: This article explores the ethical and economic dimensions of medical supplies, from the microcosm of distributive algorithms to the macroscope of medical trade. Methods: It first analyses the performance, strategy, and social responsibility of ventilator-suppliers through a series of case studies. Then, the authors seek to redress the need-insensitivity of existing distributive models with a new price-based and need-conscious algorithm. Next, the paper empirically traces the exchange of medical supplies across borders, examines the effect of trade disputes on medical reliance and pandemic preparedness, and makes a game-theoretical case for sharing critical resources with foreign communities. Conclusion: The authors argue that the equitable allocation of medical supplies must consider the contexts and conditions of need; that political barriers to medical transfers undermine a government’s capacity to contain the contagion by reducing channels of access to medical goods; and that self-interested public policies often turn out to be counterproductive geopolitical strategies. In the post-pandemic world, the prospect of medical justice demands a balanced ethical and economic approach that cuts across the borders of nation-states and the bounds of the private sector and the public sphere.",2021,European Scientific Journal ESJ,Li Hansong; Yifei Wu,article,2,D2
W4312772074,,10.33965/ihci_get2021_202105c031,A STUDY ON FOLK LITERATURE RESOURCES TO VIDEO GAME,"This paper analyzes the transformation of folk literature resources to a video game. It first outlines the significance of folkliterature to video games and then discusses how folk literature adapts to them. Finally, regarding the existing problems",2021,,Cheng Meng,article,0,D2
W2986716352,,10.1007/978-3-030-25041-6_6,"Cersei Lannister, Regal Commissions, and the Alchemists in Game of Thrones and A Song of Ice and Fire",,2019,,Curtis Runstedler,book-chapter,1,D2
W4285370915,,10.31039/jgss.v2i7.27,Electoral fraud and democratic election: a comparison of Nigeria 2019 elections and United States 2020 elections,"The 2020 elections in the United States’ 2020 elections were full of controversies despite recording the highest voters turnout since 1900. These electoral disputes are due to claims made by the then President, Donald Trump. Though the supreme court dismissed the claims of electoral fraud, the impact has left the American citizens more polarised at the national, state, and congressional levels. Scholars have argued that electoral fraud has existed since modern democratic development in the mid and late 19th century and is still occasionally an issue in some well-established democracies, while other scholars are not in support of such claims. Compared to the 2019 elections conducted in Nigeria, reports of electoral frauds have been on the front burner right from 1999. Its impact had made citizens have voters apathy and no trust in the democratic system in Nigeria. This paper used the qualitative research method to analyse the United States 2020 election cases of electoral fraud in an advanced democracy and diagnosed Nigeria’s 2019 and the United States 2020 elections. First, the study looked at the issues and challenges that have affected elections in both countries. Second, the paper used Game theory and the Conspiracy theory to assess the impact of a more proximate determinant of Election Day fraud; it examines Nigeria’s strategic efforts to combat electoral fraud using card reader technology. Finally, the paper concluded that there is no basis for comparison regarding elections in Nigeria and United States despite the hitches observed by the world in the United States elections. Electoral fraud will be inevitable regardless of how democratic a country claims to be if certain democratic tenets are not in place.",2021,Journal of Global Social Sciences,Happiness P. Kerry,article,2,D2
